,t090C,t090C_1000,t090C_3000,t090C_10000,flag
7531,31.2811,31.26055095747689,31.241041111627155,31.166331829247106,0.0
7532,31.2976,31.264892079012597,31.23579605621416,31.160531568608057,0.0
7533,31.2898,31.257960640190092,31.22828407610837,31.154259023214372,0.0
7534,31.2427,31.241711477644312,31.218669428630783,31.147533220442675,0.0
7535,31.2207,31.222387981111424,31.20782202051933,31.140441678675828,0.0
7536,31.2078,31.20281602494258,31.19635822420777,31.133052570618847,0.0
7537,31.1874,31.181928174471214,31.18450527355736,31.125400727728035,0.0
7538,31.1435,31.161210970267437,31.17277355355048,31.117546533941624,0.0
7539,31.1187,31.14596900123222,31.1620383781075,31.109581551500405,0.0
7540,31.1265,31.138819276208878,31.15273458459664,31.101554309258248,0.0
7541,31.1382,31.13647109129242,31.144458292634557,31.093433612352474,0.0
7542,31.131,31.135391021876647,31.13662877564415,31.08516854991066,0.0
7543,31.1312,31.135386456814658,31.128952970517535,31.076731576391193,0.0
7544,31.1365,31.136614185149593,31.121133897367873,31.068093625090917,0.0
7545,31.1424,31.137826754611673,31.11268366500716,31.059208500093774,0.0
7546,31.1495,31.13697669065828,31.10301243748021,31.050022354181852,0.0
7547,31.1463,31.131915938828413,31.091554948353135,31.0404868347035,0.0
7548,31.1369,31.121423085530367,31.07793360741189,31.03057540398352,0.0
7549,31.1151,31.105691621136174,31.062039750678103,31.020291806487815,0.0
7550,31.0964,31.085649974131996,31.04395600036766,31.009663592589476,0.0
7551,31.0682,31.062063541910927,31.02383555881745,30.998731221404956,0.0
7552,31.0519,31.034620624653577,31.001789458159614,30.98753766084754,0.0
7553,31.0181,31.001715844987434,30.977882941314196,30.976127821462615,0.0
7554,31.0018,30.960024615349276,30.952162522534337,30.96455088159325,0.0
7555,31.0003,30.899085627700256,30.924272458387023,30.95282630344818,0.0
7556,30.7815,30.818300402394556,30.895499584982314,30.941126427046807,0.0
7557,30.5736,30.751937817039032,30.87125310463731,30.929992244292723,0.0
7558,30.5686,30.739588202443787,30.85705108915599,30.919960116641224,0.0
7559,30.8011,30.774479615669545,30.85216735978883,30.910980714440953,0.0
7560,30.8673,30.815700669111955,30.85105210760313,30.902547371872622,0.0
7561,30.8764,30.84112395208209,30.849856602712343,30.894292577655918,0.0
7562,30.8572,30.854610954575527,30.847869168394183,30.886127801741367,0.0
7563,30.8843,30.862102930949256,30.84503133314123,30.878025589755598,0.0
7564,30.8744,30.864114974520817,30.840972407867113,30.869934105984694,0.0
7565,30.8821,30.859911483710917,30.83537474353122,30.861810657049315,0.0
7566,30.8612,30.849342841190968,30.82816724918567,30.853639835422833,0.0
7567,30.8307,30.834771393513353,30.819713685302254,30.845450409298127,0.0
7568,30.7969,30.82227237684858,30.810846782610767,30.837317138877417,0.0
7569,30.836,30.8127985348151,30.801805851919074,30.829263880169915,0.0
7570,30.8193,30.799408948813923,30.79194143604981,30.82123663044309,0.0
7571,30.7406,30.784160821289852,30.781594641193728,30.81327224688171,0.0
7572,30.7723,30.775668217181387,30.771792709398216,30.805470367156083,0.0
7573,30.7702,30.772177751838193,30.76231386867243,30.797818545831717,0.0
7574,30.782,30.768053566285218,30.75237288336979,30.79025377183864,0.0
7575,30.7687,30.76068239555835,30.741481987908774,30.782741379994572,0.0
7576,30.7719,30.748171787007934,30.729316131121927,30.77526474074545,0.0
7577,30.743,30.72901468946164,30.715744499384172,30.767829166157785,0.0
7578,30.7101,30.704361473150044,30.701104854534663,30.760486716250277,0.0
7579,30.6795,30.67703601474668,30.686075918275783,30.753323857898906,0.0
7580,30.6364,30.649990335216728,30.671441592962104,30.74643843156902,0.0
7581,30.5991,30.62808313304583,30.65817369604959,30.73994451083002,0.0
7582,30.6093,30.613417061596813,30.64682573305784,30.733915577786437,0.0
7583,30.6097,30.60153054250186,30.63710389053824,30.728344767983,0.0
7584,30.5677,30.590672766632938,30.628927958492277,30.723239938289304,0.0
7585,30.5696,30.584893125024898,30.62279620070754,30.71865632416866,0.0
7586,30.5536,30.58748047337703,30.61901037414033,30.7146262530997,0.0
7587,30.5908,30.598778643514457,30.61734427721206,30.711128795433236,0.0
7588,30.6339,30.612829523882187,30.616697940567796,30.708059854181812,0.0
7589,30.6367,30.622226496093774,30.615761691610174,30.705294613940556,0.0
7590,30.6382,30.62563502023627,30.613986940886424,30.702777857021047,0.0
7591,30.6412,30.623566612164325,30.611212004719242,30.700492577590545,0.0
7592,30.6321,30.615315107101562,30.60734027619173,30.698431978447665,0.0
